epoch,step,train/alpha_mean_epoch,train/alpha_mean_step,train/loss_epoch,train/loss_step,train/nll_epoch,train/nll_step,train/pearson_epoch,train/pearson_step,val/alpha_mean,val/loss,val/nll,val/pearson
0,49,,0.08712004125118256,,4.396416664123535,,35.765785217285156,,0.8111259937286377,,,,
0,99,,0.006481220480054617,,1.3798658847808838,,5.8436079025268555,,0.7948569655418396,,,,
0,149,,0.005407361313700676,,1.404444932937622,,5.838970184326172,,0.8200070858001709,,,,
0,199,,0.005554246716201305,,1.3574591875076294,,5.769776821136475,,0.779926061630249,,,,
0,249,,0.005224859341979027,,1.3331974744796753,,5.615595817565918,,0.7711154222488403,,,,
0,299,,0.005005266983062029,,1.3277647495269775,,5.690898895263672,,0.7581743001937866,,,,
0,349,,0.0047455886378884315,,1.3519729375839233,,5.684167385101318,,0.7830816507339478,,,,
0,399,,0.004625672474503517,,1.3189659118652344,,5.641078948974609,,0.7543954849243164,,,,
0,449,,0.0050092823803424835,,1.333120584487915,,5.713263988494873,,0.7612931728363037,,,,
0,499,,0.005256811156868935,,1.3139053583145142,,5.67753791809082,,0.7456258535385132,,,,
0,549,,0.004923720844089985,,1.3049461841583252,,5.603376388549805,,0.7441161870956421,,,,
0,599,,0.004925907589495182,,1.2819263935089111,,5.6357269287109375,,0.7178611755371094,,,,
0,604,,,,,,,,,0.004873437341302633,1.310887336730957,5.597550392150879,0.7506446838378906
0,604,0.03344610333442688,,2.4451003074645996,,16.718976974487305,,0.7698565125465393,,,,,
1,649,,0.005023003090173006,,1.3123072385787964,,5.588642120361328,,0.7529406547546387,,,,
1,699,,0.004807962104678154,,1.3365108966827393,,5.756644248962402,,0.7603656649589539,,,,
1,749,,0.004767458885908127,,1.2824634313583374,,5.488040924072266,,0.7331825494766235,,,,
1,799,,0.004790462553501129,,1.2850772142410278,,5.579510688781738,,0.7266470193862915,,,,
1,849,,0.005153874401003122,,1.2836278676986694,,5.544677734375,,0.7286446690559387,,,,
1,899,,0.004661994520574808,,1.2998915910720825,,5.56174898147583,,0.7432503700256348,,,,
1,949,,0.0050943815149366856,,1.2923671007156372,,5.494114875793457,,0.7424463033676147,,,,
1,999,,0.004695321433246136,,1.2960082292556763,,5.6162004470825195,,0.7339185476303101,,,,
1,1049,,0.004714156500995159,,1.3155298233032227,,5.690019607543945,,0.7460563778877258,,,,
1,1099,,0.004828758537769318,,1.2887636423110962,,5.626078128814697,,0.7256729602813721,,,,
1,1149,,0.004688051994889975,,1.2612555027008057,,5.443173408508301,,0.7164692878723145,,,,
1,1199,,0.0048045688308775425,,1.3285419940948486,,5.672565460205078,,0.7608049511909485,,,,
1,1209,,,,,,,,,0.004846847150474787,1.3065465688705444,5.590104579925537,0.747051477432251
1,1209,0.004818125162273645,,1.3008530139923096,,5.604007720947266,,0.7399709224700928,,,,,
2,1249,,0.0046883197501301765,,1.3122495412826538,,5.6456618309021,,0.7472144365310669,,,,
2,1299,,0.004587230272591114,,1.3014105558395386,,5.6080474853515625,,0.740147054195404,,,,
2,1349,,0.004685869440436363,,1.3091152906417847,,5.655069351196289,,0.7431397438049316,,,,
2,1399,,0.004847416654229164,,1.2837471961975098,,5.580268383026123,,0.7252357006072998,,,,
2,1449,,0.00459858076646924,,1.2903138399124146,,5.594611167907715,,0.7303928136825562,,,,
2,1499,,0.004837275482714176,,1.2887599468231201,,5.502641677856445,,0.7380120158195496,,,,
2,1549,,0.004643002059310675,,1.3158681392669678,,5.51432466506958,,0.7639713287353516,,,,
2,1599,,0.004740879405289888,,1.284072995185852,,5.527409076690674,,0.7308579087257385,,,,
2,1649,,0.0050901868380606174,,1.2652487754821777,,5.495784759521484,,0.7151612043380737,,,,
2,1699,,0.004707115702331066,,1.3147081136703491,,5.714203834533691,,0.7428169250488281,,,,
2,1749,,0.005002200603485107,,1.2466880083084106,,5.607357978820801,,0.6854519844055176,,,,
2,1799,,0.004621833562850952,,1.2733098268508911,,5.634302616119385,,0.7094174027442932,,,,
2,1814,,,,,,,,,0.004669671878218651,1.3052302598953247,5.588418960571289,0.7459214925765991
2,1814,0.004746732767671347,,1.2984341382980347,,5.599062919616699,,0.7380534410476685,,,,,
3,1849,,0.004436853341758251,,1.3221979141235352,,5.741213321685791,,0.7476328015327454,,,,
3,1899,,0.00479276105761528,,1.2595703601837158,,5.460827827453613,,0.7130082845687866,,,,
