epoch,step,train/alpha_mean_epoch,train/alpha_mean_step,train/loss_epoch,train/loss_step,train/nll_epoch,train/nll_step,train/pearson_epoch,train/pearson_step,val/alpha_mean,val/loss,val/nll,val/pearson
0,49,,0.45864686369895935,,1.415842890739441,,6.1495819091796875,,0.755020022392273,,,,
0,99,,0.34589076042175293,,1.2446885108947754,,5.416227340698242,,0.6684767603874207,,,,
0,149,,0.20399875938892365,,1.2427977323532104,,5.583221435546875,,0.6640757322311401,,,,
0,199,,0.1286071091890335,,1.1952558755874634,,5.532532691955566,,0.6291419267654419,,,,
0,249,,0.09496438503265381,,1.2037270069122314,,5.621489524841309,,0.6320816278457642,,,,
0,299,,0.0821894034743309,,1.18626868724823,,5.489223480224609,,0.6291275024414062,,,,
0,349,,0.0716589093208313,,1.1735981702804565,,5.468053817749023,,0.6196268796920776,,,,
0,399,,0.06804101914167404,,1.1153181791305542,,5.353662967681885,,0.5731478333473206,,,,
0,449,,0.06239094212651253,,1.1540096998214722,,5.493535041809082,,0.5984170436859131,,,,
0,499,,0.05779379606246948,,1.1870497465133667,,5.545440673828125,,0.6267262697219849,,,,
0,549,,0.051156118512153625,,1.1816924810409546,,5.573591232299805,,0.6192177534103394,,,,
0,599,,0.04823236167430878,,1.2009414434432983,,5.624192714691162,,0.6336989402770996,,,,
0,610,,,,,,,,,0.04914696142077446,1.1583876609802246,5.489763259887695,0.6044966578483582
0,610,0.15588197112083435,,1.2295604944229126,,5.73617696762085,,0.6403548121452332,,,,,
1,649,,0.04776937887072563,,1.134336233139038,,5.454248428344727,,0.5841343998908997,,,,
1,699,,0.0442282110452652,,1.1587038040161133,,5.462266445159912,,0.6080543398857117,,,,
1,749,,0.04317420348525047,,1.1301863193511963,,5.576560974121094,,0.5682128071784973,,,,
1,799,,0.0407259576022625,,1.1174317598342896,,5.408870697021484,,0.5724722146987915,,,,
1,849,,0.039796147495508194,,1.1666375398635864,,5.482546806335449,,0.6144033670425415,,,,
1,899,,0.03681444004178047,,1.1153419017791748,,5.519913673400879,,0.5596691370010376,,,,
1,949,,0.036201488226652145,,1.1501636505126953,,5.563714981079102,,0.5901719331741333,,,,
1,999,,0.03747700899839401,,1.1343553066253662,,5.431825160980225,,0.5874249935150146,,,,
1,1049,,0.033343855291604996,,1.117382287979126,,5.424537658691406,,0.5715941190719604,,,,
1,1099,,0.03295440226793289,,1.146236777305603,,5.491609573364258,,0.5937803983688354,,,,
1,1149,,0.0294396560639143,,1.1241087913513184,,5.465700626373291,,0.5745947360992432,,,,
1,1199,,0.03061596117913723,,1.1598020792007446,,5.614470481872559,,0.5952932834625244,,,,
1,1221,,,,,,,,,0.029419081285595894,1.1459407806396484,5.480746269226074,0.5949241518974304
1,1221,0.03768661618232727,,1.143894076347351,,5.502720832824707,,0.5898522734642029,,,,,
2,1249,,0.02940496616065502,,1.1364401578903198,,5.4266157150268555,,0.5908380746841431,,,,
2,1299,,0.02813911996781826,,1.1237561702728271,,5.4181809425354,,0.5791241526603699,,,,
2,1349,,0.026241136714816093,,1.1002572774887085,,5.467573165893555,,0.5508757829666138,,,,
2,1399,,0.027110524475574493,,1.136861801147461,,5.418287754058838,,0.5923218727111816,,,,
2,1449,,0.026096493005752563,,1.1026750802993774,,5.445797920227051,,0.5554856061935425,,,,
2,1499,,0.024021701887249947,,1.1342576742172241,,5.53564453125,,0.5782909393310547,,,,
2,1549,,0.023411495611071587,,1.188226342201233,,5.620418548583984,,0.6238433718681335,,,,
