epoch,step,train/alpha_mean_epoch,train/alpha_mean_step,train/loss_epoch,train/loss_step,train/nll_epoch,train/nll_step,train/pearson_epoch,train/pearson_step,val/alpha_mean,val/loss,val/nll,val/pearson
0,49,,0.48493316769599915,,1.8682817220687866,,10.225893020629883,,0.7971991896629333,,,,
0,99,,0.4686456024646759,,1.3673322200775146,,5.793525695800781,,0.7411152124404907,,,,
0,149,,0.4455280601978302,,1.3502752780914307,,5.650924205780029,,0.7406300902366638,,,,
0,199,,0.4085201323032379,,1.3194743394851685,,5.567549228668213,,0.7218673229217529,,,,
0,249,,0.3665217459201813,,1.2965501546859741,,5.521781921386719,,0.7077197432518005,,,,
0,299,,0.32313066720962524,,1.208728313446045,,5.265251636505127,,0.6498899459838867,,,,
0,349,,0.27475425601005554,,1.2332946062088013,,5.366300582885742,,0.6691890954971313,,,,
0,399,,0.23932574689388275,,1.223244309425354,,5.353607177734375,,0.66395103931427,,,,
0,449,,0.2086079865694046,,1.1544225215911865,,5.36073637008667,,0.5974881052970886,,,,
0,499,,0.18484467267990112,,1.1282734870910645,,5.374382495880127,,0.5723507404327393,,,,
0,549,,0.1617121696472168,,1.1426060199737549,,5.345972537994385,,0.591837465763092,,,,
0,599,,0.14392520487308502,,1.1312321424484253,,5.3613386154174805,,0.5807058215141296,,,,
0,604,,,,,,,,,0.14476914703845978,1.147697925567627,5.403343677520752,0.5928868055343628
0,604,0.3223796784877777,,1.3234223127365112,,6.187659740447998,,0.6724185347557068,,,,,
1,649,,0.13398461043834686,,1.1311899423599243,,5.407491683959961,,0.5770423412322998,,,,
1,699,,0.12307798117399216,,1.109785795211792,,5.409313201904297,,0.556546688079834,,,,
1,749,,0.11046519130468369,,1.1122411489486694,,5.42478609085083,,0.5587159395217896,,,,
1,799,,0.10579456388950348,,1.0859538316726685,,5.373852252960205,,0.5379891395568848,,,,
1,849,,0.10270709544420242,,1.1047567129135132,,5.410694599151611,,0.5534165501594543,,,,
1,899,,0.09405238926410675,,1.1245290040969849,,5.500155448913574,,0.5651081800460815,,,,
1,949,,0.0928954929113388,,1.0611371994018555,,5.275519371032715,,0.5242958068847656,,,,
1,999,,0.08521054685115814,,1.0961542129516602,,5.399169921875,,0.5477160811424255,,,,
1,1049,,0.08222682774066925,,1.081503987312317,,5.362452507019043,,0.5370360016822815,,,,
1,1099,,0.08022378385066986,,1.1018351316452026,,5.365421295166016,,0.5572706460952759,,,,
1,1149,,0.07760904729366302,,1.0746568441390991,,5.365024089813232,,0.5303934812545776,,,,
1,1199,,0.0746053159236908,,1.0844208002090454,,5.395101547241211,,0.5374501943588257,,,,
1,1209,,,,,,,,,0.07466226071119308,1.1011353731155396,5.400637149810791,0.5536052584648132
1,1209,0.09922764450311661,,1.0899436473846436,,5.367370128631592,,0.5432834029197693,,,,,
2,1249,,0.0751931443810463,,1.1317030191421509,,5.518668174743652,,0.5723168253898621,,,,
2,1299,,0.06880611926317215,,1.0612692832946777,,5.250743865966797,,0.5293142199516296,,,,
2,1349,,0.06633953750133514,,1.006859302520752,,5.212252616882324,,0.4789999723434448,,,,
2,1399,,0.06600130349397659,,1.0636985301971436,,5.456991672515869,,0.5113992691040039,,,,
2,1449,,0.06700843572616577,,1.0811861753463745,,5.3564958572387695,,0.5388356447219849,,,,
2,1499,,0.06397321075201035,,1.0802115201950073,,5.344318389892578,,0.5393822193145752,,,,
2,1549,,0.06288696080446243,,1.0706874132156372,,5.323559761047363,,0.5320427417755127,,,,
2,1599,,0.060499463230371475,,1.0888468027114868,,5.326231479644775,,0.5501736402511597,,,,
2,1649,,0.05903473123908043,,1.0645368099212646,,5.373832702636719,,0.5212501287460327,,,,
2,1699,,0.05803677812218666,,1.084375023841858,,5.379095077514648,,0.5406617522239685,,,,
2,1749,,0.055367954075336456,,1.1025042533874512,,5.327447891235352,,0.5642225742340088,,,,
2,1799,,0.05531921982765198,,1.0168718099594116,,5.337955951690674,,0.47754424810409546,,,,
2,1814,,,,,,,,,0.05601263418793678,1.0894138813018799,5.378147602081299,0.5459977984428406
2,1814,0.0637463703751564,,1.067030668258667,,5.344142913818359,,0.526241660118103,,,,,
3,1849,,0.05346032604575157,,1.034920573234558,,5.345357894897461,,0.4950387179851532,,,,
3,1899,,0.055044788867235184,,1.0489517450332642,,5.319531440734863,,0.5114941596984863,,,,
3,1949,,0.05284411460161209,,1.018860101699829,,5.262302875518799,,0.4873453974723816,,,,
3,1999,,0.05296557769179344,,1.079089641571045,,5.370916366577148,,0.5367013812065125,,,,
3,2049,,0.0519542396068573,,1.0202487707138062,,5.215015411376953,,0.4935518503189087,,,,
3,2099,,0.05071623995900154,,1.1023155450820923,,5.419659614562988,,0.555277943611145,,,,
3,2149,,0.049531519412994385,,1.0717272758483887,,5.306003570556641,,0.5361737012863159,,,,
3,2199,,0.048813074827194214,,1.0735529661178589,,5.373264312744141,,0.5313452482223511,,,,
3,2249,,0.04869204759597778,,1.0578012466430664,,5.283395767211914,,0.5245924592018127,,,,
3,2299,,0.04715596139431,,1.0808757543563843,,5.31373929977417,,0.544786274433136,,,,
3,2349,,0.04735901579260826,,1.0754467248916626,,5.347048759460449,,0.5360059142112732,,,,
3,2399,,0.04776550456881523,,1.087504506111145,,5.448094367980957,,0.5379184484481812,,,,
3,2419,,,,,,,,,0.04606993868947029,1.0828031301498413,5.370578289031982,0.5411383509635925
3,2419,0.05033550411462784,,1.057874321937561,,5.328182220458984,,0.5200226902961731,,,,,
4,2449,,0.04532887414097786,,1.0613566637039185,,5.423727035522461,,0.5144510269165039,,,,
4,2499,,0.04477161914110184,,0.9942768812179565,,5.262685775756836,,0.46353116631507874,,,,
4,2549,,0.043818939477205276,,1.033402442932129,,5.301399230957031,,0.4988805949687958,,,,
4,2599,,0.043294522911310196,,1.0294580459594727,,5.242478370666504,,0.5008807182312012,,,,
4,2649,,0.04287271574139595,,1.0324856042861938,,5.275661468505859,,0.5006322264671326,,,,
4,2699,,0.043425045907497406,,1.0507793426513672,,5.3609161376953125,,0.5103451609611511,,,,
4,2749,,0.04175017029047012,,1.0446189641952515,,5.254905700683594,,0.5149532556533813,,,,
4,2799,,0.041577134281396866,,1.0655268430709839,,5.359580039978027,,0.5254111886024475,,,,
4,2849,,0.041506778448820114,,1.024917483329773,,5.278459072113037,,0.4929209351539612,,,,
4,2899,,0.04063963145017624,,1.035889983177185,,5.3394927978515625,,0.49787667393684387,,,,
4,2949,,0.03979473561048508,,1.041978120803833,,5.203324317932129,,0.5176662802696228,,,,
4,2999,,0.04018482193350792,,1.0857000350952148,,5.445135593414307,,0.537168025970459,,,,
4,3024,,,,,,,,,0.039182715117931366,1.0784356594085693,5.369061470031738,0.5376110672950745
4,3024,0.0422762930393219,,1.0524519681930542,,5.317873954772949,,0.5164369344711304,,,,,
5,3049,,0.039977122098207474,,1.0925406217575073,,5.444398880004883,,0.5441029667854309,,,,
5,3099,,0.037674058228731155,,1.0474351644515991,,5.412107944488525,,0.5024569034576416,,,,
5,3149,,0.03651075065135956,,1.0640729665756226,,5.2601318359375,,0.5344088077545166,,,,
5,3199,,0.03704293444752693,,1.0630927085876465,,5.342899322509766,,0.525098443031311,,,,
5,3249,,0.03755573928356171,,1.0847549438476562,,5.435518741607666,,0.5374475717544556,,,,
5,3299,,0.03619169071316719,,1.0313684940338135,,5.281365871429443,,0.4996126890182495,,,,
5,3349,,0.035102080553770065,,1.0597314834594727,,5.308075904846191,,0.5254135727882385,,,,
5,3399,,0.03627194091677666,,1.0178269147872925,,5.294295787811279,,0.48477011919021606,,,,
5,3449,,0.034880127757787704,,1.0755279064178467,,5.390462398529053,,0.5329936146736145,,,,
5,3499,,0.035281579941511154,,1.0572878122329712,,5.309456825256348,,0.5228139758110046,,,,
5,3549,,0.03495930880308151,,1.0162752866744995,,5.304614067077637,,0.4823179244995117,,,,
5,3599,,0.03359190374612808,,1.029917597770691,,5.364634037017822,,0.49009501934051514,,,,
5,3629,,,,,,,,,0.03409503400325775,1.0757707357406616,5.35506010055542,0.5368553996086121
5,3629,0.036251649260520935,,1.0487412214279175,,5.311760425567627,,0.5139400959014893,,,,,
6,3649,,0.033673375844955444,,1.0549753904342651,,5.331238269805908,,0.5184842348098755,,,,
6,3699,,0.03417244926095009,,1.069016933441162,,5.430281162261963,,0.5225716233253479,,,,
6,3749,,0.03329553082585335,,1.05157470703125,,5.303133964538574,,0.5179318189620972,,,,
6,3799,,0.03203010559082031,,1.0376416444778442,,5.2326765060424805,,0.5111709833145142,,,,
6,3849,,0.031146246939897537,,1.0506387948989868,,5.255256652832031,,0.5219985246658325,,,,
6,3899,,0.03195987641811371,,1.0935790538787842,,5.305100440979004,,0.5598729848861694,,,,
6,3949,,0.031458284705877304,,1.0099602937698364,,5.178549766540527,,0.4889594316482544,,,,
6,3999,,0.031423188745975494,,1.0261743068695068,,5.2352728843688965,,0.49950462579727173,,,,
6,4049,,0.030315015465021133,,1.0466687679290771,,5.316895484924316,,0.5119476318359375,,,,
6,4099,,0.030246669426560402,,1.0272555351257324,,5.242489814758301,,0.4999818205833435,,,,
6,4149,,0.030969595536589622,,1.0472368001937866,,5.351943016052246,,0.5089455842971802,,,,
6,4199,,0.029694383963942528,,1.052127718925476,,5.378030776977539,,0.5113552808761597,,,,
6,4234,,,,,,,,,0.030069131404161453,1.074567437171936,5.356144905090332,0.5359459519386292
6,4234,0.03180734068155289,,1.0460971593856812,,5.307873725891113,,0.5121290683746338,,,,,
7,4249,,0.02962329238653183,,1.086754560470581,,5.37397575378418,,0.5463947057723999,,,,
7,4299,,0.029345324262976646,,1.0199980735778809,,5.296999454498291,,0.4873635172843933,,,,
7,4349,,0.03058469109237194,,1.0962107181549072,,5.491974830627441,,0.5439548492431641,,,,
7,4399,,0.029463987797498703,,1.0639034509658813,,5.373964309692383,,0.523560643196106,,,,
7,4449,,0.02840292453765869,,1.0698623657226562,,5.395688056945801,,0.5274533033370972,,,,
7,4499,,0.028234938159585,,1.0749224424362183,,5.430523872375488,,0.5290466547012329,,,,
7,4549,,0.029195746406912804,,1.0762832164764404,,5.464186668395996,,0.5269449949264526,,,,
7,4599,,0.026833269745111465,,0.9925469756126404,,5.0914835929870605,,0.48071524500846863,,,,
