sequence_index,pearson_r
0,0.3908461630344391
1,0.36012592911720276
2,0.6264326572418213
3,0.6182299852371216
4,0.14488853514194489
5,0.16576796770095825
6,0.707688570022583
7,0.5466092228889465
8,0.507962703704834
9,0.34842929244041443
10,0.32318350672721863
11,0.16232120990753174
12,0.626473605632782
13,0.1857953816652298
14,0.3005109131336212
15,0.4670356810092926
16,0.6709223389625549
17,0.3435049057006836
18,0.5975804328918457
19,0.5298057794570923
20,0.5088828206062317
21,0.4657248556613922
22,0.24891726672649384
23,0.571165919303894
24,0.10797237604856491
25,0.21613027155399323
26,0.5230139493942261
27,0.7227052450180054
28,0.3961976170539856
29,0.5722925066947937
30,0.17825548350811005
31,0.11094340682029724
32,0.2647397220134735
33,0.5562318563461304
34,0.36623939871788025
35,0.21465222537517548
36,0.5431098341941833
37,0.061931729316711426
38,0.4722878634929657
39,0.6225947141647339
40,0.5138179063796997
41,0.5122002363204956
42,0.4297586679458618
43,0.6224246621131897
44,0.5995843410491943
45,0.4827580749988556
46,0.16714778542518616
47,0.16396713256835938
48,0.5193889141082764
49,0.18331502377986908
50,0.5655001997947693
51,0.4110170006752014
52,0.6463181972503662
53,0.2537088394165039
54,0.6076889038085938
55,0.6989195346832275
56,0.2038653939962387
57,0.39168718457221985
58,0.43304458260536194
59,0.587802529335022
60,0.45881393551826477
61,0.14446838200092316
62,0.32817044854164124
63,0.38074392080307007
64,0.5121741890907288
65,0.5905432105064392
66,0.4631335735321045
67,0.3428178131580353
68,0.45671260356903076
69,0.42293187975883484
70,0.29847365617752075
71,0.3479658365249634
72,0.3384662866592407
73,0.39578351378440857
74,0.45017778873443604
75,0.053350336849689484
76,0.6652719378471375
77,0.6178199648857117
78,0.4627881646156311
79,0.6484429240226746
80,0.4971592128276825
81,0.8788432478904724
82,0.6334774494171143
83,0.051054421812295914
84,0.7323437333106995
85,0.28425389528274536
86,0.3433398902416229
87,0.5350931882858276
88,0.5111603736877441
89,0.502065122127533
90,0.4700017273426056
91,0.35928237438201904
92,0.4911176562309265
93,0.4224061667919159
94,0.6027267575263977
