rank,protein,mean_alpha,std_alpha,exp_log_scale,effective_weight
38,FKBP4_HepG2,0.020927176,0.0033214036,1.0617876,0.022220217
39,SSB_K562,0.020672834,0.0067292415,1.0416391,0.02153363
40,NCBP2_K562,0.019474719,0.0040450627,1.0328972,0.020115383
41,CDC40_HepG2,0.01945722,0.0033472267,1.0370841,0.020178773
42,FTO_HepG2,0.019445281,0.00702623,0.99678224,0.019382711
43,SDAD1_K562,0.019198736,0.0073454394,1.0184909,0.019553738
44,ZC3H11A_K562,0.019170048,0.0027079438,1.04291,0.019992635
45,NPM1_K562,0.01891554,0.0035447476,1.0231186,0.01935284
46,LIN28B_HepG2,0.018800454,0.004419734,1.0048496,0.018891629
47,ABCF1_K562,0.018653912,0.0032075173,1.0274217,0.019165434
48,PABPC4_K562,0.018629117,0.0029177987,1.037846,0.019334154
49,SMNDC1_HepG2,0.018554898,0.0048517874,1.0321897,0.019152176
50,CSTF2_HepG2,0.018537944,0.0041835676,1.037778,0.01923827
51,HNRNPC_K562,0.01817545,0.0028382759,1.025029,0.018630361
52,DROSHA_HepG2,0.018094886,0.0050859423,1.0280098,0.01860172
53,RPS3_HepG2,0.01781423,0.0028114954,0.9934804,0.017698089
54,SF3B4_K562,0.017660137,0.00400946,1.0251709,0.01810466
55,ZC3H11A_HepG2,0.017458543,0.002809659,1.0442268,0.018230679
56,PABPN1_HepG2,0.017185729,0.0036453423,1.0130699,0.017410344
57,AARS_K562,0.016911851,0.004516112,1.028498,0.017393807
58,SUGP2_HepG2,0.016804999,0.0045994916,1.0264534,0.017249547
59,TIA1_K562,0.016621256,0.0032207514,1.0471414,0.017404806
60,HNRNPL_HepG2,0.016214848,0.0030102537,1.0475602,0.01698603
61,XRCC6_K562,0.016128093,0.0027190985,1.0232517,0.016503097
62,ILF3_HepG2,0.016072555,0.0031161462,1.0224512,0.016433403
63,TIA1_HepG2,0.016065191,0.0043215943,1.0128989,0.016272414
64,EWSR1_K562,0.015606508,0.0022075446,1.0134406,0.01581627
65,CSTF2T_HepG2,0.015577173,0.002635429,1.0127606,0.015775947
66,GNL3_K562,0.015575936,0.003126162,1.0246623,0.015960073
67,HNRNPU_K562,0.01500035,0.0021035515,1.0246257,0.015369743
68,PCBP1_HepG2,0.014744812,0.0019360032,1.0254899,0.015120656
69,SLTM_K562,0.0146754,0.0031235463,1.02943,0.015107297
70,FUS_K562,0.014096617,0.0030280978,1.0410765,0.014675657
71,TIAL1_HepG2,0.013827804,0.0027791418,1.0191517,0.01409263
72,IGF2BP1_K562,0.01374572,0.003231408,1.0311285,0.014173604
73,GPKOW_K562,0.013529909,0.0030941954,1.0244807,0.013861131
74,RBFOX2_K562,0.013438926,0.00286764,1.0365874,0.013930621
75,TAF15_K562,0.013053108,0.00405405,0.9969765,0.013013642
76,DDX6_K562,0.012918066,0.0019169042,1.0197667,0.013173413
77,DDX3X_K562,0.012732808,0.0023756556,1.0108058,0.0128703965
78,U2AF2_HepG2,0.012485254,0.0020870324,1.037527,0.012953787
79,SLTM_HepG2,0.012459415,0.0027328732,1.0360817,0.012908972
