model,mean_r,median_r,std_r,n_sequences,mean_spearman,mean_delta_r_vs_baseline,wilcoxon_p_vs_baseline
cnn_only,0.4417416414344456,0.4433700442314148,0.16313112120662945,4896,0.10744374875384535,0.2545117029886343,0.0
