epoch,step,train/alpha_mean_epoch,train/alpha_mean_step,train/loss_epoch,train/loss_step,train/nll_epoch,train/nll_step,train/pearson_epoch,train/pearson_step,train/phase_reg,val/alpha_mean,val/loss,val/nll,val/pearson,val/phase_reg
0,49,,0.3688906729221344,,40.33565902709961,,393.255859375,,0.9728925228118896,0.028826627880334854,,,,,
0,99,,0.18854635953903198,,7.995978355407715,,70.16043090820312,,0.9607036709785461,0.03766645863652229,,,,,
0,149,,0.10936902463436127,,3.0469577312469482,,21.1104679107666,,0.9245671033859253,0.04067937657237053,,,,,
0,199,,0.0777488723397255,,2.0300300121307373,,10.715524673461914,,0.9502841234207153,0.041847214102745056,,,,,
0,249,,0.062127478420734406,,1.7371054887771606,,8.022479057312012,,0.928221583366394,0.04232991486787796,,,,,
0,299,,0.054245784878730774,,1.6971893310546875,,7.778502941131592,,0.9134887456893921,0.04256703704595566,,,,,
0,349,,0.04850250855088234,,1.6062990427017212,,7.030368328094482,,0.8979849219322205,0.042696528136730194,,,,,
0,399,,0.04379621520638466,,1.661167025566101,,7.274082660675049,,0.9289515018463135,0.04276280105113983,,,,,
0,449,,0.04110087454319,,1.5974270105361938,,6.642251968383789,,0.9286637902259827,0.04278453066945076,,,,,
0,499,,0.03768393397331238,,1.524452805519104,,6.358149528503418,,0.8844416737556458,0.04276668280363083,,,,,
0,549,,0.03794437646865845,,1.5763338804244995,,6.681797504425049,,0.9039324522018433,0.04272114485502243,,,,,
0,599,,0.03531535714864731,,1.4901715517044067,,6.24765682220459,,0.8614475727081299,0.04267644137144089,,,,,
0,604,,,,,,,,,,0.035262007266283035,1.511743426322937,6.293805122375488,0.8784105181694031,0.042669449001550674
0,604,0.11004581302404404,,33.855491638183594,,329.1937561035156,,0.9247115850448608,,,,,,,
1,649,,0.03310590237379074,,1.4946050643920898,,6.228483200073242,,0.8680199980735779,0.042618099600076675,,,,,
1,699,,0.032568108290433884,,1.4848079681396484,,6.177304267883301,,0.8633952736854553,0.042545150965452194,,,,,
1,749,,0.03296652436256409,,1.4611729383468628,,6.125980854034424,,0.844853401184082,0.042474474757909775,,,,,
1,799,,0.03186783194541931,,1.4680112600326538,,6.11102819442749,,0.8532975912094116,0.042400576174259186,,,,,
1,849,,0.03129404038190842,,1.4732857942581177,,6.136606216430664,,0.8560726642608643,0.04231642186641693,,,,,
1,899,,0.030029714107513428,,1.4779819250106812,,6.264993667602539,,0.8480572700500488,0.042221296578645706,,,,,
1,949,,0.02964634820818901,,1.4935306310653687,,6.275204658508301,,0.8626242876052856,0.042126063257455826,,,,,
1,999,,0.02812781371176243,,1.4835996627807617,,6.132259368896484,,0.8671407699584961,0.04202471673488617,,,,,
1,1049,,0.028548480942845345,,1.4807904958724976,,6.122088432312012,,0.8653075695037842,0.04192119836807251,,,,,
1,1099,,0.027737440541386604,,1.460520625114441,,6.105905532836914,,0.8467381596565247,0.04180809482932091,,,,,
1,1149,,0.026921363547444344,,1.4448143243789673,,6.037275791168213,,0.8379777073860168,0.04169757291674614,,,,,
1,1199,,0.02723781205713749,,1.425541639328003,,6.000982284545898,,0.8223037719726562,0.04158468917012215,,,,,
1,1209,,,,,,,,,,0.02723303809762001,1.4426517486572266,5.99226188659668,0.8402867317199707,0.041558463126420975
1,1209,0.030181806534528732,,1.4659483432769775,,6.117739200592041,,0.8507351875305176,,,,,,,
2,1249,,0.026570554822683334,,1.448699712753296,,5.983464241027832,,0.8472814559936523,0.04146748036146164,,,,,
2,1299,,0.02708618715405464,,1.4208273887634277,,5.953495979309082,,0.8223557472229004,0.04134552553296089,,,,,
2,1349,,0.02695935219526291,,1.4465216398239136,,6.048949241638184,,0.8385186195373535,0.041221294552087784,,,,,
2,1399,,0.02694961428642273,,1.428223729133606,,6.034581184387207,,0.8216596245765686,0.04110192134976387,,,,,
2,1449,,0.026384158059954643,,1.4065377712249756,,5.9124250411987305,,0.8122469782829285,0.040978338569402695,,,,,
2,1499,,0.02688511088490486,,1.4288054704666138,,5.871244430541992,,0.8385839462280273,0.04085545986890793,,,,,
2,1549,,0.026230312883853912,,1.4368069171905518,,5.998966217041016,,0.8338798880577087,0.04072989150881767,,,,,
2,1599,,0.026448776945471764,,1.3990622758865356,,5.850057125091553,,0.8110056519508362,0.04060209169983864,,,,,
2,1649,,0.02581840194761753,,1.4215706586837769,,5.933969974517822,,0.825187087059021,0.0404745377600193,,,,,
2,1699,,0.026369288563728333,,1.4054657220840454,,5.891448020935059,,0.813280463218689,0.040350619703531265,,,,,
2,1749,,0.026096537709236145,,1.3922512531280518,,5.875533580780029,,0.8016860485076904,0.04022408649325371,,,,,
2,1799,,0.02619320899248123,,1.4136929512023926,,5.992658615112305,,0.8114067316055298,0.04009624198079109,,,,,
2,1814,,,,,,,,,,0.02568828873336315,1.4043911695480347,5.877283096313477,0.8136938810348511,0.04005717858672142
2,1814,0.026356592774391174,,1.4188872575759888,,5.940641403198242,,0.8217787742614746,,,,,,,
3,1849,,0.024622753262519836,,1.3868699073791504,,5.803961753845215,,0.8036117553710938,0.0399705208837986,,,,,
3,1899,,0.025670407339930534,,1.4016504287719727,,5.879456520080566,,0.810739278793335,0.03984355553984642,,,,,
3,1949,,0.024580640718340874,,1.3755323886871338,,5.719123363494873,,0.800764799118042,0.039717718958854675,,,,,
3,1999,,0.026236161589622498,,1.3743584156036377,,5.789904594421387,,0.7923483848571777,0.039598286151885986,,,,,
3,2049,,0.025218013674020767,,1.3834871053695679,,5.830812454223633,,0.7974894046783447,0.03946922346949577,,,,,
3,2099,,0.025501210242509842,,1.391329288482666,,5.8637309074401855,,0.8020126819610596,0.039343543350696564,,,,,
3,2149,,0.0253542922437191,,1.3994203805923462,,5.917522430419922,,0.8047405481338501,0.039224836975336075,,,,,
3,2199,,0.02394975908100605,,1.357589602470398,,5.791025161743164,,0.7757010459899902,0.039100341498851776,,,,,
3,2249,,0.024994630366563797,,1.3679949045181274,,5.890448570251465,,0.7760607004165649,0.03897997736930847,,,,,
3,2299,,0.023759689182043076,,1.3732417821884155,,5.77528190612793,,0.7929489612579346,0.03886280208826065,,,,,
3,2349,,0.02298922650516033,,1.3601058721542358,,5.811870574951172,,0.7762323617935181,0.03874143958091736,,,,,
3,2399,,0.02225593663752079,,1.3219387531280518,,5.732514381408691,,0.7460753321647644,0.038633719086647034,,,,,
3,2419,,,,,,,,,,0.022487586364150047,1.349722146987915,5.755661487579346,0.7715214490890503,0.038587138056755066
3,2419,0.024800537154078484,,1.3744490146636963,,5.824480056762695,,0.789127767086029,,,,,,,
4,2449,,0.021734490990638733,,1.3445477485656738,,5.751558303833008,,0.7668331861495972,0.038527823984622955,,,,,
4,2499,,0.021066660061478615,,1.3360313177108765,,5.749759197235107,,0.7585645914077759,0.038418903946876526,,,,,
4,2549,,0.020060215145349503,,1.3137437105178833,,5.6805195808410645,,0.7433025240898132,0.038310158997774124,,,,,
4,2599,,0.019090568646788597,,1.3128492832183838,,5.743647575378418,,0.7361934781074524,0.038198456168174744,,,,,
4,2649,,0.018482936546206474,,1.29806387424469,,5.736227989196777,,0.7222118973731995,0.038075078278779984,,,,,
4,2699,,0.017912324517965317,,1.303303837776184,,5.7027482986450195,,0.730858325958252,0.03794911876320839,,,,,
4,2749,,0.016245955601334572,,1.281708836555481,,5.6513566970825195,,0.7145702838897705,0.03782230243086815,,,,,
4,2799,,0.015654632821679115,,1.3013089895248413,,5.778624057769775,,0.7215041518211365,0.0376930870115757,,,,,
4,2849,,0.014795496128499508,,1.2518657445907593,,5.612555980682373,,0.6887550354003906,0.037555210292339325,,,,,
4,2899,,0.014231725595891476,,1.2699220180511475,,5.676860809326172,,0.7004387974739075,0.03740675374865532,,,,,
4,2949,,0.013374779373407364,,1.2365922927856445,,5.673738479614258,,0.6675082445144653,0.03726145997643471,,,,,
4,2999,,0.01243422832340002,,1.268371343612671,,5.590287208557129,,0.7077280282974243,0.03710908442735672,,,,,
4,3024,,,,,,,,,,0.012058306485414505,1.2529751062393188,5.681276321411133,0.6832711696624756,0.03703329339623451
4,3024,0.017041103914380074,,1.2986857891082764,,5.731284141540527,,0.7234736680984497,,,,,,,
5,3049,,0.01166382897645235,,1.2495014667510986,,5.749686241149902,,0.6729968190193176,0.03696317970752716,,,,,
5,3099,,0.01061282865703106,,1.2029813528060913,,5.628702640533447,,0.6386816501617432,0.036817312240600586,,,,,
5,3149,,0.010025531984865665,,1.2091931104660034,,5.611612319946289,,0.6466624736785889,0.03667930141091347,,,,,
5,3199,,0.009684204123914242,,1.2180993556976318,,5.6511006355285645,,0.651655375957489,0.03654990717768669,,,,,
5,3249,,0.008224008604884148,,1.1784840822219849,,5.578801155090332,,0.6194174289703369,0.036411263048648834,,,,,
5,3299,,0.00853663869202137,,1.1882550716400146,,5.679265022277832,,0.6191122531890869,0.036263078451156616,,,,,
5,3349,,0.008012378588318825,,1.177091121673584,,5.586530685424805,,0.6172757148742676,0.036112621426582336,,,,,
5,3399,,0.007599419914186001,,1.1727676391601562,,5.594915866851807,,0.6121566295623779,0.03594403713941574,,,,,
5,3449,,0.007897625677287579,,1.1909055709838867,,5.5909624099731445,,0.6306617259979248,0.03577222675085068,,,,,
5,3499,,0.007469898089766502,,1.2003438472747803,,5.6025824546813965,,0.6389827132225037,0.035598274320364,,,,,
