epoch,step,train/alpha_mean_epoch,train/alpha_mean_step,train/loss_epoch,train/loss_step,train/nll_epoch,train/nll_step,train/pearson_epoch,train/pearson_step,train/phase_reg,val/alpha_mean,val/loss,val/nll,val/pearson,val/phase_reg
0,49,,0.4796513617038727,,11.230652809143066,,102.21001434326172,,0.9616663455963135,0.001964452676475048,,,,,
0,99,,0.47106045484542847,,5.044742584228516,,41.18696594238281,,0.8789148330688477,0.002495891647413373,,,,,
0,149,,0.4653037190437317,,2.2566604614257812,,13.421012878417969,,0.8680004477500916,0.0028114463202655315,,,,,
0,199,,0.46168506145477295,,1.9313396215438843,,10.117103576660156,,0.8734304904937744,0.0030215997248888016,,,,,
0,249,,0.45846879482269287,,2.0870962142944336,,11.49660873413086,,0.8915566205978394,0.003175098216161132,,,,,
0,299,,0.45555076003074646,,1.901604175567627,,9.516958236694336,,0.904320478439331,0.003272108267992735,,,,,
0,349,,0.453467458486557,,1.814427137374878,,8.652687072753906,,0.9037780165672302,0.00336343701928854,,,,,
0,399,,0.45148077607154846,,1.7133795022964478,,8.07882308959961,,0.8603146076202393,0.0034399796277284622,,,,,
0,449,,0.44928884506225586,,1.6423271894454956,,7.244771957397461,,0.8728859424591064,0.003509881906211376,,,,,
0,499,,0.44818076491355896,,1.6134542226791382,,6.813724994659424,,0.8872280120849609,0.0035640313290059566,,,,,
0,549,,0.44641026854515076,,1.656873345375061,,7.22990083694458,,0.8892061114311218,0.0036166340578347445,,,,,
0,599,,0.44457367062568665,,1.5751941204071045,,6.698662281036377,,0.860834002494812,0.0036651194095611572,,,,,
0,610,,,,,,,,,,0.4450896382331848,1.5883253812789917,6.730672359466553,0.870712399482727,0.003674172330647707
0,610,0.45903968811035156,,7.136456489562988,,61.97019958496094,,0.8934931755065918,,,,,,,
1,649,,0.44350484013557434,,1.6077855825424194,,6.938922882080078,,0.8695057034492493,0.0037071036640554667,,,,,
1,699,,0.44279927015304565,,1.5914416313171387,,6.866192817687988,,0.8605049848556519,0.003743449691683054,,,,,
1,749,,0.44051194190979004,,1.5503324270248413,,6.501730442047119,,0.8560703992843628,0.0037833997048437595,,,,,
1,799,,0.43991929292678833,,1.5009825229644775,,6.2156829833984375,,0.8353840112686157,0.0038239865098148584,,,,,
1,849,,0.43898800015449524,,1.502537727355957,,6.270778656005859,,0.8315224647521973,0.003863298101350665,,,,,
1,899,,0.43626782298088074,,1.4594460725784302,,6.038848400115967,,0.8118953108787537,0.00390413636341691,,,,,
1,949,,0.4355323910713196,,1.46352219581604,,5.9666337966918945,,0.8232662081718445,0.003939504735171795,,,,,
1,999,,0.4331572949886322,,1.5344715118408203,,6.296989440917969,,0.8614171743392944,0.003972340375185013,,,,,
1,1049,,0.43166062235832214,,1.5137823820114136,,6.279030799865723,,0.842673122882843,0.004005285911262035,,,,,
1,1099,,0.43025708198547363,,1.491326928138733,,6.18104362487793,,0.8301563262939453,0.004035419784486294,,,,,
1,1149,,0.42755889892578125,,1.4879273176193237,,6.122653007507324,,0.8328655362129211,0.004063836298882961,,,,,
1,1199,,0.42504268884658813,,1.473120927810669,,6.147706031799316,,0.8158049583435059,0.004097269847989082,,,,,
1,1221,,,,,,,,,,0.42545533180236816,1.458092212677002,5.98844051361084,0.8166620135307312,0.004112279508262873
1,1221,0.43588021397590637,,1.5220813751220703,,6.372753143310547,,0.8411797285079956,,,,,,,
2,1249,,0.42475026845932007,,1.4823588132858276,,6.100824356079102,,0.8297601342201233,0.004129399079829454,,,,,
2,1299,,0.42157018184661865,,1.4018011093139648,,5.8832197189331055,,0.7712805271148682,0.004159293603152037,,,,,
2,1349,,0.42065227031707764,,1.4023070335388184,,5.863414764404297,,0.7738584876060486,0.004186518490314484,,,,,
2,1399,,0.4182891249656677,,1.3938337564468384,,5.797863006591797,,0.7721765041351318,0.0042100404389202595,,,,,
2,1449,,0.4159019887447357,,1.4361436367034912,,5.858369827270508,,0.8086739778518677,0.004239450674504042,,,,,
2,1499,,0.4127335548400879,,1.4566349983215332,,5.989037036895752,,0.8164152503013611,0.004266584292054176,,,,,
2,1549,,0.4102807641029358,,1.4217867851257324,,5.893102645874023,,0.7914055585861206,0.004290826618671417,,,,,
2,1599,,0.4078035354614258,,1.381937026977539,,5.673862934112549,,0.7737271785736084,0.004314478952437639,,,,,
2,1649,,0.40517881512641907,,1.4036394357681274,,5.761221885681152,,0.7869558334350586,0.004339140374213457,,,,,
2,1699,,0.4020650088787079,,1.3824983835220337,,5.74349308013916,,0.7678987979888916,0.004360194783657789,,,,,
2,1749,,0.3994275629520416,,1.3854433298110962,,5.7995219230651855,,0.7655045390129089,0.004384926054626703,,,,,
2,1799,,0.3955845236778259,,1.3582862615585327,,5.6907758712768555,,0.7496061325073242,0.004405107814818621,,,,,
2,1832,,,,,,,,,,0.39403367042541504,1.364155888557434,5.682266712188721,0.7564814686775208,0.004423701204359531
2,1832,0.41057905554771423,,1.4048361778259277,,5.828105926513672,,0.7809253334999084,,,,,,,
3,1849,,0.3928060829639435,,1.3410800695419312,,5.686163902282715,,0.7331386804580688,0.004431090783327818,,,,,
3,1899,,0.3912758529186249,,1.3235795497894287,,5.656558990478516,,0.7187516093254089,0.004446274600923061,,,,,
3,1949,,0.386474072933197,,1.3353017568588257,,5.559311389923096,,0.7406785488128662,0.004464539233595133,,,,,
3,1999,,0.384354829788208,,1.3314528465270996,,5.623088836669922,,0.7306636571884155,0.004477370996028185,,,,,
3,2049,,0.3818536102771759,,1.32978355884552,,5.71182918548584,,0.7203704118728638,0.004489511251449585,,,,,
3,2099,,0.3781178891658783,,1.3386073112487793,,5.755828857421875,,0.7251675128936768,0.004505066201090813,,,,,
3,2149,,0.3741382956504822,,1.308961033821106,,5.589088439941406,,0.7125930786132812,0.00451864767819643,,,,,
3,2199,,0.37007415294647217,,1.3287373781204224,,5.772889137268066,,0.7143956422805786,0.0045333425514400005,,,,,
3,2249,,0.3661675453186035,,1.3168929815292358,,5.631481170654297,,0.7170825600624084,0.0045470185577869415,,,,,
3,2299,,0.3606081008911133,,1.271238088607788,,5.631895065307617,,0.6719421148300171,0.004560031462460756,,,,,
3,2349,,0.35629209876060486,,1.3130322694778442,,5.743736743927002,,0.7029836177825928,0.004577586427330971,,,,,
3,2399,,0.35145631432533264,,1.3186984062194824,,5.68734884262085,,0.7147720456123352,0.004593327175825834,,,,,
3,2443,,,,,,,,,,0.34823426604270935,1.2863304615020752,5.652276515960693,0.6862331628799438,0.004606539383530617
3,2443,0.37324678897857666,,1.3235363960266113,,5.66806697845459,,0.7193596959114075,,,,,,,
4,2449,,0.34817224740982056,,1.2991818189620972,,5.691401958465576,,0.6951783895492554,0.004607229493558407,,,,,
4,2499,,0.3429763615131378,,1.2893861532211304,,5.800582408905029,,0.6749839782714844,0.004623612854629755,,,,,
4,2549,,0.33791816234588623,,1.2787054777145386,,5.682797431945801,,0.6765875220298767,0.004635185468941927,,,,,
4,2599,,0.3325381577014923,,1.261663794517517,,5.6617326736450195,,0.6621901988983154,0.004649769514799118,,,,,
4,2649,,0.3273470103740692,,1.2713263034820557,,5.726303577423096,,0.6659146547317505,0.004662335850298405,,,,,
4,2699,,0.3223556876182556,,1.2590941190719604,,5.672861099243164,,0.6595256328582764,0.004669485613703728,,,,,
4,2749,,0.31747496128082275,,1.2453291416168213,,5.693906784057617,,0.6441441178321838,0.004685342777520418,,,,,
4,2799,,0.31173911690711975,,1.2152166366577148,,5.614645957946777,,0.6225310564041138,0.004694705829024315,,,,,
4,2849,,0.3061760663986206,,1.2515002489089966,,5.744074821472168,,0.6464279890060425,0.004716098308563232,,,,,
4,2899,,0.29977747797966003,,1.1765633821487427,,5.626025199890137,,0.5839357376098633,0.004732185043394566,,,,,
4,2949,,0.2934779226779938,,1.2391515970230103,,5.61487340927124,,0.6482689380645752,0.004740516189485788,,,,,
4,2999,,0.287212610244751,,1.1553422212600708,,5.536503314971924,,0.5729232430458069,0.004747096914798021,,,,,
4,3049,,0.28043821454048157,,1.2056206464767456,,5.584268569946289,,0.6191023588180542,0.004750807769596577,,,,,
4,3054,,,,,,,,,,0.2807508409023285,1.2000483274459839,5.606927394866943,0.6112325191497803,0.004751747474074364
4,3054,0.3160289525985718,,1.238186240196228,,5.6797709465026855,,0.6385595202445984,,,,,,,
5,3099,,0.2751058340072632,,1.224450707435608,,5.788307189941406,,0.6180617213249207,0.004757435526698828,,,,,
5,3149,,0.2697397470474243,,1.1920874118804932,,5.565334320068359,,0.6085324287414551,0.004759011324495077,,,,,
5,3199,,0.26475656032562256,,1.2002211809158325,,5.660200119018555,,0.6076779365539551,0.0047582159750163555,,,,,
5,3249,,0.2588498294353485,,1.2184900045394897,,5.726056098937988,,0.6199518442153931,0.004761586431413889,,,,,
5,3299,,0.2527182102203369,,1.1955405473709106,,5.66111421585083,,0.6041097640991211,0.004761505406349897,,,,,
