model,mean_r,median_r,std_r,n_sequences,mean_spearman,mean_delta_r_vs_baseline,wilcoxon_p_vs_baseline
combilayer,0.44264262929009773,0.44381533563137054,0.1608733349093317,4896,0.10296661003070874,0.25541269084428647,0.0
