model,mean_r,median_r,std_r,n_sequences,mean_spearman,mean_delta_r_vs_baseline,wilcoxon_p_vs_baseline
qlayer,0.43913486747077235,0.43869833648204803,0.15932430240016857,4896,0.1135535038850706,0.25190492902496103,0.0
