sequence_index,pearson_r
0,0.22278690338134766
1,0.2012019008398056
2,0.3861996531486511
3,0.42004966735839844
4,0.14241757988929749
5,0.11079335957765579
6,0.7431316375732422
7,0.23103754222393036
8,0.3130124509334564
9,0.28400546312332153
10,0.19704271852970123
11,0.14665526151657104
12,0.3426351547241211
13,0.10748811066150665
14,0.20764866471290588
15,0.20804426074028015
16,0.47993189096450806
17,0.18356859683990479
18,0.35335057973861694
19,0.2630234658718109
20,0.30300891399383545
21,0.2729748785495758
22,0.21631968021392822
23,0.29916152358055115
24,0.047093212604522705
25,0.19019170105457306
26,0.4092258810997009
27,0.27080968022346497
28,0.27526137232780457
29,0.38655176758766174
30,0.1693083643913269
31,0.04902034252882004
32,0.18686321377754211
33,0.3955119252204895
34,0.19043667614459991
35,0.20185647904872894
36,0.36040058732032776
37,0.1113538071513176
38,0.0972927063703537
39,0.3542313277721405
40,0.3052014708518982
41,0.23317110538482666
42,0.2285696119070053
43,0.3454795181751251
44,0.4007627069950104
45,0.28722360730171204
46,0.13049525022506714
47,0.10914153605699539
48,0.40115466713905334
49,0.08852096647024155
50,0.30981338024139404
51,0.1735738068819046
52,0.3704180121421814
53,0.15760336816310883
54,0.3655739426612854
55,0.5069177746772766
56,0.031140146777033806
57,0.22763369977474213
58,0.2929781675338745
59,0.2727228105068207
60,0.27488839626312256
61,0.12842465937137604
62,0.12637215852737427
63,0.22395694255828857
64,0.31018176674842834
65,0.39677125215530396
66,0.24416668713092804
67,0.23982825875282288
68,0.2785649299621582
69,0.26273179054260254
70,0.18622925877571106
71,0.18578501045703888
72,0.2113618552684784
73,0.15447752177715302
74,0.33235985040664673
75,0.06734949350357056
76,0.34198102355003357
77,0.4455348253250122
78,0.351303368806839
79,0.4990098476409912
80,0.3524462878704071
81,0.6752520799636841
82,0.4084642231464386
83,0.10681828111410141
84,0.5424290895462036
85,0.1856411248445511
86,0.15424475073814392
87,0.31877365708351135
88,0.33012789487838745
89,0.35825809836387634
90,0.2984258830547333
91,0.20776626467704773
92,0.23736174404621124
93,0.14189369976520538
94,0.25734999775886536
95,0.3771389126777649
96,0.21578620374202728
97,0.265399694442749
98,0.22368976473808289
99,0.09985685348510742
100,0.27509352564811707
101,0.32276594638824463
102,0.15677998960018158
103,0.1709766983985901
104,0.24647118151187897
105,0.2939862310886383
106,0.23056113719940186
107,0.2924425005912781
108,0.30242034792900085
109,0.2039792537689209
110,0.21719782054424286
111,0.11986766755580902
112,0.3246820271015167
113,0.2834172546863556
114,0.31051644682884216
115,0.25387561321258545
116,0.07551650702953339
117,0.3367839753627777
118,0.2794266641139984
119,0.37012815475463867
120,0.42755624651908875
121,0.24654515087604523
122,0.2742667496204376
123,0.19654051959514618
124,0.12556014955043793
125,0.24010300636291504
126,0.13372115790843964
127,0.3344420790672302
128,0.15914374589920044
129,0.3247014880180359
130,0.274729460477829
131,0.16278080642223358
132,0.3256726562976837
133,0.2312011867761612
134,0.4710632860660553
135,0.42444056272506714
136,0.20186544954776764
137,0.17356669902801514
138,0.21425718069076538
139,0.4535912275314331
140,0.14902754127979279
141,0.23656205832958221
142,0.24844732880592346
143,0.5670953989028931
144,0.13348059356212616
145,0.3395523130893707
146,0.20912784337997437
147,0.1747710257768631
148,0.44430291652679443
149,0.29143673181533813
150,0.35797059535980225
151,0.3381240665912628
152,0.18863621354103088
153,-0.003753746161237359
154,0.28098395466804504
155,0.27568796277046204
156,0.3297477662563324
157,0.2592867910861969
158,0.2553534507751465
159,0.30605971813201904
160,0.47678178548812866
161,0.4900456368923187
162,0.32578665018081665
163,0.42813819646835327
164,0.19352108240127563
165,0.18603606522083282
166,0.14068765938282013
167,0.2585007846355438
168,0.10578921437263489
169,0.3965267241001129
170,0.3772696256637573
171,0.2849798798561096
172,0.2999787926673889
173,0.3058730363845825
174,0.20612959563732147
175,0.18603192269802094
176,0.19186320900917053
177,0.3206124007701874
178,0.2807016968727112
179,0.21532310545444489
180,0.3027583956718445
181,0.36391177773475647
182,0.37231385707855225
183,0.35255271196365356
184,0.17186503112316132
185,0.25281161069869995
186,-0.09373555332422256
187,0.2616143822669983
188,0.19734905660152435
189,0.21731194853782654
190,0.20716612040996552
191,0.1973813772201538
192,0.2916963994503021
193,0.2563730478286743
194,0.3608151078224182
195,0.30142173171043396
196,0.23742464184761047
197,0.15947334468364716
198,0.3847716450691223
199,0.2569889426231384
200,0.30866360664367676
201,0.17441880702972412
202,0.5458518862724304
203,0.17907385528087616
204,0.18945394456386566
205,0.2676890194416046
206,0.21715524792671204
207,0.2988840341567993
208,0.32427075505256653
209,0.3477626442909241
210,0.21073712408542633
211,0.383827805519104
212,0.117169089615345
213,0.125020369887352
214,0.24434088170528412
215,0.1366141438484192
216,0.1491609513759613
217,0.32205769419670105
218,0.015005264431238174
219,0.36896973848342896
220,0.3890421688556671
221,0.34464889764785767
222,0.3676336109638214
223,0.2128843367099762
224,0.5186002850532532
225,0.1085616797208786
226,0.32361412048339844
227,0.27193835377693176
228,0.2161286324262619
229,0.2113914042711258
230,0.2889445722103119
231,0.43272528052330017
232,0.22928254306316376
233,0.16390474140644073
234,0.0838293805718422
235,0.18532225489616394
236,0.2609621584415436
237,0.24480819702148438
238,0.19346584379673004
239,0.32649433612823486
240,0.31483569741249084
241,0.23139482736587524
242,0.13682441413402557
243,0.421070396900177
244,0.29822292923927307
245,0.27482372522354126
246,0.24073480069637299
247,0.22003556787967682
248,0.20621755719184875
249,0.4122002124786377
250,0.36384886503219604
251,0.28003406524658203
252,0.4074069559574127
253,0.3190217912197113
254,0.1739591509103775
255,0.39678865671157837
256,0.12113787978887558
257,0.29254716634750366
258,0.23420599102973938
259,0.24830172955989838
260,0.2326190024614334
261,0.24677854776382446
262,0.4247196614742279
263,0.2004297971725464
264,0.33359190821647644
265,0.3762652575969696
266,0.17892977595329285
267,0.19878734648227692
268,0.18321947753429413
269,0.12248847633600235
270,0.2625722885131836
271,0.250958651304245
272,0.13518966734409332
273,0.3168918192386627
274,0.2293786108493805
275,0.2658630907535553
276,0.23875455558300018
277,0.3190140724182129
278,0.3572438955307007
279,0.2860410511493683
280,0.37698671221733093
281,0.22484447062015533
282,0.15342047810554504
283,0.5337514877319336
284,0.39372533559799194
285,0.3456643521785736
286,0.3459530770778656
287,0.3021122217178345
288,0.6281479001045227
289,0.11492206156253815
290,0.1582115888595581
291,0.27967435121536255
292,0.5699992775917053
293,0.23656326532363892
294,0.4142323434352875
295,0.42381930351257324
296,0.15767624974250793
297,0.1641189157962799
298,0.4582369029521942
299,0.368506520986557
300,0.30297744274139404
301,0.28073424100875854
302,0.24464096128940582
303,0.28147509694099426
304,0.32902878522872925
305,0.47620484232902527
306,0.0670086219906807
307,0.3190303444862366
308,0.2534055709838867
309,0.2743980884552002
310,0.15286317467689514
311,0.4065982699394226
312,0.18267753720283508
313,0.15599806606769562
314,0.15602990984916687
315,0.14393676817417145
316,0.5631186962127686
317,0.43239539861679077
318,0.22071823477745056
319,0.26068204641342163
320,0.5653097629547119
321,0.2593880295753479
322,0.2567600905895233
323,0.30428823828697205
324,0.12303704768419266
325,0.19388706982135773
326,0.21341559290885925
327,0.29385069012641907
328,0.16460342705249786
329,0.4071601331233978
330,0.38437044620513916
331,0.212813600897789
332,0.34952062368392944
333,0.37567079067230225
334,0.0780194103717804
335,0.2739027142524719
336,0.2951545715332031
337,0.24532970786094666
338,0.30385783314704895
339,0.3820400536060333
340,0.2993093430995941
341,0.07960972934961319
342,0.23680952191352844
