epoch,step,train/alpha_mean_epoch,train/alpha_mean_step,train/loss_epoch,train/loss_step,train/nll_epoch,train/nll_step,train/pearson_epoch,train/pearson_step,train/phase_reg,val/alpha_mean,val/loss,val/nll,val/pearson,val/phase_reg,model
23,14663,0.0044290320947766,0.0042085973545908,1.165074348449707,1.1673061847686768,5.591699600219727,5.584338188171387,0.6054189205169678,0.608414888381958,0.0036666574887931,0.0043198335915803,1.171586036682129,5.5860795974731445,0.6125096678733826,0.0036419716197997,qlayer
24,15274,0.0043740649707615,0.0044620321132242,1.163352131843567,1.1889644861221311,5.58998441696167,5.557255744934082,0.6038852334022522,0.6327659487724304,0.00266855629161,0.0042589846998453,1.1701571941375732,5.586156845092773,0.6110889911651611,0.0026343455538153,qlayer
25,15885,0.0043025175109505,0.004328972660005,1.1622841358184814,1.1824007034301758,5.588181495666504,5.685310363769531,0.6030128598213196,0.6134180426597595,0.0018675286555662,0.0042381552048027,1.1687732934951782,5.581526279449463,0.6101784110069275,0.0018289833096787,qlayer
26,16496,0.0042426390573382,0.0042408425360918,1.1607470512390137,1.1665419340133667,5.586455821990967,5.659289360046387,0.6016618013381958,0.6001760959625244,0.0012878469424322,0.0042830412276089,1.1667444705963137,5.56543493270874,0.6097603440284729,0.0012448446359485,qlayer
27,17107,0.0041561285033822,0.0039222151972353,1.1592978239059448,1.144986629486084,5.583267688751221,5.493416786193848,0.6005444526672363,0.5952439904212952,0.0008799491333775,0.0040344460867345,1.166283369064331,5.578811168670654,0.607990026473999,0.0008715037838555,qlayer
28,17718,0.0040777013637125,0.0040898104198277,1.158153057098389,1.1639865636825562,5.580870628356934,5.6668548583984375,0.5996507406234741,0.5968855619430542,0.000642598955892,0.0040234173648059,1.1649155616760254,5.578382015228272,0.6066687107086182,0.0006399426492862,qlayer
29,18329,0.0040402794256806,0.0040891515091061,1.156678557395935,1.1502193212509155,5.57987642288208,5.549435615539551,0.5982806086540222,0.594861626625061,0.0005250138347037,0.0040869386866688,1.1658366918563845,5.563422203063965,0.6090807318687439,0.0005213841795921,qlayer
30,18940,0.0039931298233568,0.0038814118597656,1.1556546688079834,1.159676432609558,5.57664680480957,5.595536231994629,0.5975856781005859,0.5997294783592224,0.0005160446162335,0.0040483926422894,1.1638336181640625,5.565807819366455,0.6068431735038757,0.0005163354217074,qlayer
31,19551,0.0039416565559804,0.0038084909319877,1.1548088788986206,1.143199801445007,5.575700759887695,5.592987060546875,0.5968385934829712,0.5835142135620117,0.0006014975369907,0.003949268721044,1.1607604026794434,5.56470251083374,0.6038892269134521,0.0005960357375442,qlayer
32,20162,0.0039226282387971,0.0037835766561329,1.153192162513733,1.1574095487594604,5.5731401443481445,5.613892078399658,0.5954794883728027,0.5956349968910217,0.0006996258744038,0.0038296272978186,1.1603326797485352,5.567441463470459,0.6031987071037292,0.000704915029928,qlayer
33,20773,0.0038850314449518,0.0038630510680377,1.1525583267211914,1.1547585725784302,5.572056293487549,5.541516780853272,0.5949565172195435,0.6002126932144165,0.0007887140964157,0.0039540403522551,1.159435510635376,5.55388069152832,0.6036438941955566,0.0007878238684497,qlayer
34,21384,0.0038757293950766,0.0038771813269704,1.1514031887054443,1.1726458072662354,5.569589138031006,5.613874435424805,0.594048023223877,0.6108615398406982,0.0009002148290164,0.0038710795342922,1.159423828125,5.569183349609375,0.6021094918251038,0.0008850247249938,qlayer
35,21995,0.0038779471069574,0.00378595944494,1.1506599187850952,1.149493932723999,5.56835412979126,5.573929786682129,0.5934280753135681,0.5917124152183533,0.0009914255933836,0.003886786988005,1.1580959558486938,5.550327301025391,0.6026643514633179,0.0009981968905776,qlayer
36,22606,0.0038629176560789,0.0038424395024776,1.1497695446014404,1.1703684329986572,5.566988468170166,5.675750732421875,0.5926731824874878,0.602398157119751,0.0011000741505995,0.0038367388769984,1.157038688659668,5.553122043609619,0.6013315320014954,0.0011186528718098,qlayer
37,23217,0.0038844041991978,0.0037920209579169,1.1489207744598389,1.137839436531067,5.565811634063721,5.533698081970215,0.5919395089149475,0.5840775370597839,0.0012855271343141,0.0038442334625869,1.157301425933838,5.556652069091797,0.6012391448020935,0.0012876492692157,qlayer
38,23828,0.0038830980192869,0.0040034181438386,1.1481300592422483,1.1133393049240112,5.563400745391846,5.591519355773926,0.591388463973999,0.5537724494934082,0.0014672209508717,0.0037782732397317,1.1581709384918213,5.573424339294434,0.600435733795166,0.0015004327287897,qlayer
39,24439,0.0038884612731635,0.0040049641393125,1.147272706031799,1.218359112739563,5.561181545257568,5.689485549926758,0.590750515460968,0.6489942669868469,0.001574317459017,0.0039297733455896,1.1551220417022705,5.541389465332031,0.6005741953849792,0.001590113621205,qlayer
40,25050,0.0038864973466843,0.0038809722755104,1.1464940309524536,1.0775837898254397,5.560385227203369,5.400589942932129,0.5900508165359497,0.5371190309524536,0.0017607089830562,0.0038171282503753,1.1544533967971802,5.556159019470215,0.5984384417533875,0.0017618124838918,qlayer
41,25661,0.0038886030670255,0.0040017757564783,1.1456910371780396,1.203054904937744,5.558342933654785,5.649412631988525,0.5894497632980347,0.6376947164535522,0.0018711577868089,0.003795079421252,1.1547826528549194,5.565406799316406,0.5978436470031738,0.0018702116794884,qlayer
42,26272,0.003903105854988,0.003720728913322,1.145017147064209,1.1713758707046509,5.55709171295166,5.595843315124512,0.5888979434967041,0.6113996505737305,0.0019763889722526,0.0038805934600532,1.1528130769729614,5.552146434783936,0.5971903800964355,0.0019730625208467,qlayer
43,26883,0.0039003933779895,0.0040118759498,1.1445364952087402,1.1124950647354126,5.5557146072387695,5.4796953201293945,0.5885543823242188,0.5641032457351685,0.0021252972073853,0.003895335830748,1.152401089668274,5.5503034591674805,0.5969603657722473,0.0021139672026038,qlayer
44,27494,0.0039062488358467,0.0040828478522598,1.1436651945114136,1.1307106018066406,5.554376125335693,5.596456527709961,0.5878155827522278,0.5706348419189453,0.0021780868992209,0.0038602713029831,1.1519559621810913,5.552352428436279,0.5963127017021179,0.002182733034715,qlayer
45,28105,0.0039090402424335,0.0038943674881011,1.1430720090866089,1.1202681064605713,5.553089618682861,5.5050859451293945,0.5873503088951111,0.5693469643592834,0.0023004242684692,0.0038231441285461,1.15251624584198,5.565634250640869,0.5955470204353333,0.0023390240967273,qlayer
46,28716,0.0039203236810863,0.0038736842107027,1.1425350904464722,1.0868057012557983,5.55188512802124,5.444947242736816,0.5869314670562744,0.5418995022773743,0.0024051766376942,0.0039166393689811,1.1510767936706543,5.543518543243408,0.5963094830513,0.0023854537867009,qlayer
47,29327,0.0039191148243844,0.0037924614734947,1.142073631286621,1.150482416152954,5.5507001876831055,5.65471076965332,0.5865865349769592,0.584607720375061,0.0024424036964774,0.0039002506528049,1.1513991355895996,5.54979419708252,0.5960057973861694,0.0024251050781458,qlayer
48,29938,0.0039274641312658,0.003824561368674,1.1415222883224487,1.1092500686645508,5.5501708984375,5.499733924865723,0.5860872268676758,0.5588686466217041,0.0025547214318066,0.0039306217804551,1.1500176191329956,5.528103828430176,0.5967885255813599,0.0025628504808992,qlayer
49,30549,0.0039356430061161,0.0040274006314575,1.1411705017089844,1.1487929821014404,5.548524379730225,5.648977279663086,0.5858978629112244,0.5834664702415466,0.0026139072142541,0.0039127878844738,1.1505987644195557,5.559107780456543,0.594270646572113,0.0026156005915254,qlayer
