epoch,step,train/alpha_mean_epoch,train/alpha_mean_step,train/loss_epoch,train/loss_step,train/nll_epoch,train/nll_step,train/pearson_epoch,train/pearson_step,val/alpha_mean,val/loss,val/nll,val/pearson,model
12,7942,0.004673643503338,0.0048592509701848,1.2929497957229614,1.301072120666504,5.590302467346191,5.659926414489746,0.7334522008895874,0.7345935106277466,0.0048094717785716,1.2990723848342896,5.57778787612915,0.7408121824264526,standard
13,8553,0.0046512074768543,0.0047392044216394,1.2923346757888794,1.3160276412963867,5.588027477264404,5.631102085113525,0.7330651879310608,0.7524434328079224,0.0047109168954193,1.2986457347869873,5.5799241065979,0.7401819825172424,standard
14,9164,0.0046261711977422,0.0045986426994204,1.2919375896453855,1.2989894151687622,5.58787202835083,5.673645973205566,0.7326874732971191,0.7311648726463318,0.0045921555720269,1.2983388900756836,5.579206943511963,0.7399585843086243,standard
15,9775,0.0045985616743564,0.004435006994754,1.2916077375411987,1.2944945096969604,5.58717155456543,5.560714721679688,0.7324313521385193,0.7379795908927917,0.0046694516204297,1.2979621887207031,5.578458309173584,0.7396495938301086,standard
16,10386,0.0045799519866704,0.0045621343888342,1.2913349866867063,1.3017890453338623,5.58685302734375,5.640311241149902,0.7321916818618774,0.7373017072677612,0.0048310654237866,1.2979971170425415,5.577013969421387,0.7398126721382141,standard
17,10997,0.00455815019086,0.004461171105504,1.2911098003387451,1.270572543144226,5.586000919342041,5.430857658386231,0.7320539355278015,0.727040708065033,0.0046431845985352,1.2976078987121582,5.578834533691406,0.7392599582672119,standard
18,11608,0.0045400783419609,0.004572506994009,1.2909053564071655,1.2831141948699951,5.586092472076416,5.564241409301758,0.7318419814109802,0.7262327075004578,0.0043941140174865,1.297420620918274,5.575608730316162,0.7394199371337891,standard
19,12219,0.0045290738344192,0.0045919432304799,1.2906949520111084,1.297301173210144,5.584361553192139,5.574284553527832,0.7318063378334045,0.7394134998321533,0.004529773723334,1.2971985340118408,5.574567317962647,0.7392889261245728,standard
20,12830,0.004520037677139,0.0047800531610846,1.2904537916183472,1.2687649726867676,5.582879066467285,5.493691444396973,0.7317136526107788,0.718917727470398,0.0045063709840178,1.297114610671997,5.575469970703125,0.7391164302825928,standard
21,13441,0.0045123826712369,0.0045123738236725,1.2902648448944092,1.3261348009109497,5.5821051597595215,5.604558944702148,0.7316027283668518,0.7652276754379272,0.0046849455684423,1.29701828956604,5.574741363525391,0.7390756607055664,standard
22,14052,0.0045061050914227,0.0045710788108408,1.2900915145874023,1.2493122816085815,5.581647396087647,5.51173210144043,0.7314764261245728,0.6976820230484009,0.00447728484869,1.2967578172683716,5.571835517883301,0.739126443862915,standard
23,14663,0.0044945813715457,0.0044969874434173,1.2899359464645386,1.3158341646194458,5.580978870391846,5.649770259857178,0.7313883900642395,0.7504074573516846,0.0044133937917649,1.2967572212219238,5.572841167449951,0.7390320897102356,standard
24,15274,0.0044912700541317,0.0047109783627092,1.2897987365722656,1.2719507217407229,5.580300807952881,5.510043144226074,0.7313196659088135,0.7204751968383789,0.0044716228730976,1.2966431379318235,5.572582721710205,0.7389379739761353,standard
25,15885,0.004483398515731,0.0043140891939401,1.2896661758422852,1.297094225883484,5.580025672912598,5.583849906921387,0.7312148213386536,0.7382777333259583,0.0045024491846561,1.2963861227035522,5.57279634475708,0.738656222820282,standard
26,16496,0.0044723716564476,0.0043460913002491,1.2895050048828125,1.2893366813659668,5.579827308654785,5.609877586364746,0.7310748100280762,0.7279143333435059,0.0045322272926568,1.2961606979370115,5.570167541503906,0.7386905550956726,standard
27,17107,0.0044539333321154,0.0044516413472592,1.2893595695495603,1.2854187488555908,5.579874038696289,5.589902877807617,0.7309267520904541,0.7259833812713623,0.0041645630262792,1.2963950634002686,5.573770523071289,0.7386019229888916,standard
28,17718,0.0044397381134331,0.0044552562758326,1.289221167564392,1.2903990745544434,5.579704761505127,5.635167121887207,0.7308061122894287,0.7264368534088135,0.0041838171891868,1.2962381839752195,5.5736613273620605,0.7384529709815979,standard
29,18329,0.0044242911972105,0.0046489932574331,1.2891055345535278,1.276146411895752,5.579373836517334,5.507736206054688,0.7307258248329163,0.7249078750610352,0.0044408398680388,1.295981764793396,5.571979999542236,0.7383396029472351,standard
30,18940,0.00441559497267,0.0044666230678558,1.2889955043792725,1.3051201105117798,5.57941198348999,5.682239532470703,0.7306124567985535,0.7364494800567627,0.0043096928857266,1.295870661735535,5.570351600646973,0.738404393196106,standard
31,19551,0.0044109267182648,0.0046826861798763,1.2888808250427246,1.2569622993469238,5.579056739807129,5.393537521362305,0.7305330634117126,0.7171401977539062,0.0044043585658073,1.2956777811050415,5.570932865142822,0.7381442785263062,standard
32,20162,0.0043940977193415,0.0044094971381127,1.2888062000274658,1.2974038124084473,5.579078674316406,5.578186511993408,0.7304599285125732,0.7391442060470581,0.0043621645309031,1.2955985069274902,5.571335792541504,0.738028347492218,standard
33,20773,0.0043878983706235,0.0043988288380205,1.288710355758667,1.26287043094635,5.57896089553833,5.434936046600342,0.7303755879402161,0.7189369201660156,0.0043376693502068,1.2955507040023804,5.571394443511963,0.7379774451255798,standard
34,21384,0.0043782549910247,0.0042717223986983,1.288616418838501,1.3026429414749146,5.57870626449585,5.663791656494141,0.7303084135055542,0.7358366250991821,0.0044604334980249,1.2956303358078003,5.570319175720215,0.7381522059440613,standard
35,21995,0.0043638707138597,0.0044141481630504,1.28854501247406,1.262480854988098,5.578456878662109,5.517647743225098,0.7302624583244324,0.7102745771408081,0.0045588416978716,1.295399188995361,5.571811676025391,0.7377616763114929,standard
36,22606,0.0043611722066998,0.004497421439737,1.2884522676467896,1.2930396795272827,5.578468322753906,5.574896812438965,0.7301686406135559,0.7351001501083374,0.0043873074464499,1.2953529357910156,5.571415901184082,0.7377722263336182,standard
37,23217,0.0043508321978151,0.0042667463421821,1.2883824110031128,1.2820907831192017,5.578350067138672,5.564875602722168,0.7301121950149536,0.7251765727996826,0.0044251894578337,1.295217752456665,5.569746971130371,0.7378008365631104,standard
38,23828,0.0043405690230429,0.0040967864915728,1.2882897853851318,1.2793149948120115,5.577918529510498,5.612010955810547,0.7300642132759094,0.717704176902771,0.0042183245532214,1.295287847518921,5.572371006011963,0.7376289963722229,standard
39,24439,0.0043333708308637,0.0043812915682792,1.2882219552993774,1.2867285013198853,5.57788610458374,5.523530006408691,0.7299997210502625,0.7339373826980591,0.0043690982274711,1.2951799631118774,5.572932243347168,0.7374499440193176,standard
40,25050,0.0043247742578387,0.0044365767389535,1.2881622314453125,1.2744297981262207,5.57801628112793,5.531565189361572,0.7299286127090454,0.7208295464515686,0.0042918953113257,1.295039176940918,5.570499897003174,0.7375604510307312,standard
41,25661,0.0043184007517993,0.0044146301224827,1.2880958318710327,1.2885725498199463,5.577754497528076,5.487837791442871,0.729888916015625,0.7393473386764526,0.0043126516975462,1.294945240020752,5.570748805999756,0.7374391555786133,standard
42,26272,0.0043097720481455,0.0043408353812992,1.2880138158798218,1.289526343345642,5.577718257904053,5.569757461547852,0.7298109531402588,0.7321165800094604,0.0043376134708523,1.29511559009552,5.571774005889893,0.7375044226646423,standard
43,26883,0.0043023554608225,0.0042144525796175,1.2879639863967896,1.309712290763855,5.577517986297607,5.628031253814697,0.7297821044921875,0.7464877367019653,0.0044324062764644,1.2949074506759644,5.569438934326172,0.7375205755233765,standard
44,27494,0.0042941314168274,0.0044646454043686,1.2878992557525637,1.2883673906326294,5.57732629776001,5.53651237487793,0.7297379374504089,0.7342697381973267,0.0043940572068095,1.2948145866394043,5.569997310638428,0.7373751997947693,standard
45,28105,0.0042911623604595,0.0046530468389391,1.2878438234329224,1.2944737672805786,5.577310562133789,5.5593767166137695,0.7296838760375977,0.7380707263946533,0.0041703041642904,1.2949422597885132,5.572447299957275,0.7372802495956421,standard
46,28716,0.0042803636752069,0.0041772876866161,1.287771224975586,1.2627520561218262,5.577026844024658,5.505710601806641,0.7296410799026489,0.7117632031440735,0.0043672835454344,1.294712781906128,5.571186542510986,0.7371577024459839,standard
47,29327,0.0042745522223412,0.0043806191533803,1.287700653076172,1.3007324934005735,5.576891899108887,5.528975486755371,0.7295835018157959,0.7473968863487244,0.004254494793713,1.29473876953125,5.570072650909424,0.7373058795928955,standard
48,29938,0.0042648529633879,0.0040266863070428,1.2876391410827637,1.2676470279693604,5.576672554016113,5.5289716720581055,0.7295453548431396,0.7143471240997314,0.0041777091100811,1.2948291301727295,5.571900844573975,0.7372214794158936,standard
49,30549,0.0042601488530635,0.0040996223688125,1.287592887878418,1.3299474716186523,5.576724052429199,5.4807844161987305,0.7294936180114746,0.7814590334892273,0.0041925711557269,1.2945406436920166,5.569286346435547,0.7371925711631775,standard
