sequence_index,pearson_r
0,0.3953743577003479
1,0.34379228949546814
2,0.6601524949073792
3,0.6186498403549194
4,0.15921643376350403
5,0.13011188805103302
6,0.5739170908927917
7,0.5039005279541016
8,0.49073052406311035
9,0.3646973967552185
10,0.3042667806148529
11,0.2200729101896286
12,0.6423410177230835
13,0.15881893038749695
14,0.3366014063358307
15,0.4196011424064636
16,0.6957275867462158
17,0.37009355425834656
18,0.6095154881477356
19,0.5218645930290222
20,0.5401596426963806
21,0.48202165961265564
22,0.36667630076408386
23,0.5634938478469849
24,0.10073841363191605
25,0.2347627431154251
26,0.5301120281219482
27,0.7606346011161804
28,0.5391578078269958
29,0.558539628982544
30,0.25825512409210205
31,0.14828899502754211
32,0.30470389127731323
33,0.5959386229515076
34,0.3410041928291321
35,0.2837052345275879
36,0.5628970861434937
37,0.0706954076886177
38,0.30617794394493103
39,0.6905136108398438
40,0.5596919059753418
41,0.5315243601799011
42,0.4159025549888611
43,0.6336413025856018
44,0.5873820781707764
45,0.4906056225299835
46,0.18033193051815033
47,0.18692953884601593
48,0.5205146670341492
49,0.18871553242206573
50,0.5683673620223999
51,0.4420929253101349
52,0.6316864490509033
53,0.28884780406951904
54,0.6287897229194641
55,0.7059218287467957
56,0.3107318878173828
57,0.3745415508747101
58,0.436052531003952
59,0.5824131369590759
60,0.691207766532898
61,0.5095549821853638
62,0.1619475930929184
63,0.29173415899276733
64,0.37302592396736145
65,0.5355128645896912
66,0.5649625062942505
67,0.4752034842967987
68,0.35336804389953613
69,0.46168413758277893
70,0.4378087818622589
71,0.4421350359916687
72,0.38818109035491943
73,0.23502203822135925
74,0.40953871607780457
75,0.5111005902290344
76,0.0586002953350544
77,0.7236970067024231
78,0.6055202484130859
79,0.6167718172073364
80,0.8225982189178467
81,0.49044206738471985
82,0.6042352318763733
83,0.5273867249488831
84,0.8540187478065491
85,0.6545264720916748
86,0.1365480124950409
87,0.6882173418998718
88,0.29415684938430786
89,0.8332182168960571
90,0.3573818802833557
91,0.5143226981163025
92,0.5423356890678406
93,0.5265297293663025
94,0.4752909541130066
95,0.3390178680419922
96,0.4993560016155243
97,0.4031757116317749
98,0.571273148059845
99,0.6321432590484619
100,0.46280333399772644
101,0.46866557002067566
102,0.4611292779445648
103,0.234529510140419
104,0.484366238117218
105,0.5937354564666748
106,0.21628166735172272
107,0.3465827405452728
108,0.44176942110061646
109,0.6860759854316711
110,0.2579832673072815
111,0.471820205450058
112,0.36035341024398804
113,0.33322709798812866
114,0.23074980080127716
115,0.04244318976998329
116,0.46949127316474915
117,0.31131789088249207
118,0.4677332639694214
119,0.4008951187133789
120,0.11242812871932983
121,0.4611113369464874
122,0.48537829518318176
123,0.6379957795143127
124,0.7251042127609253
125,0.389925479888916
126,0.45044443011283875
127,0.3685060143470764
128,0.25458627939224243
129,0.46167904138565063
130,0.34196433424949646
131,0.5994349718093872
132,0.21711337566375732
133,0.5214120149612427
134,0.5953457355499268
135,0.46503746509552
136,0.3785921037197113
137,0.28612926602363586
138,0.6946768164634705
139,0.6046571135520935
140,0.3400494456291199
141,0.2555156350135803
142,0.2842252254486084
143,0.6878926157951355
144,0.42202016711235046
145,0.4040055274963379
146,0.3792027235031128
147,0.5941835641860962
148,0.21452246606349945
149,0.46110597252845764
150,0.2073153257369995
151,0.5103293657302856
152,0.6004116535186768
