model,mean_r,median_r,std_r,n_sequences,mean_spearman,mean_delta_r_vs_baseline,wilcoxon_p_vs_baseline
standard,0.4288712531090472,0.4312865436077118,0.15723730560395982,4896,0.10625566830007416,0.24164131466323596,0.0
