sequence_index,pearson_r
0,0.4031652510166168
1,0.3356786370277405
2,0.6270604133605957
3,0.6284725666046143
4,0.18516652286052704
5,0.15890273451805115
6,0.6170199513435364
7,0.6016769409179688
8,0.4742298424243927
9,0.42668473720550537
10,0.27314478158950806
11,0.19570720195770264
12,0.6094520688056946
13,0.1269417405128479
14,0.3331065773963928
15,0.4049643874168396
16,0.6919482350349426
17,0.34989503026008606
18,0.6003315448760986
19,0.48672792315483093
20,0.509937584400177
21,0.4694117307662964
22,0.2899588644504547
23,0.5600059628486633
24,0.08877085894346237
25,0.24088959395885468
26,0.5052706003189087
27,0.7704260945320129
28,0.4350179433822632
29,0.6007753014564514
30,0.230033278465271
31,0.08083658665418625
32,0.31955474615097046
33,0.5753240585327148
34,0.3446125388145447
35,0.25592121481895447
36,0.5402663350105286
37,0.13008113205432892
38,0.19442878663539886
39,0.6809055805206299
40,0.5301879048347473
41,0.6057080030441284
42,0.39627525210380554
43,0.6009337306022644
44,0.5916783213615417
45,0.49425631761550903
46,0.1686811000108719
47,0.18279911577701569
48,0.5168780088424683
49,0.16661354899406433
50,0.5351555943489075
51,0.4444674551486969
52,0.6285262703895569
53,0.24073509871959686
54,0.6360249519348145
55,0.7219024896621704
56,0.21348804235458374
57,0.3776225745677948
58,0.43641772866249084
59,0.5716763138771057
60,0.4569653570652008
61,0.15141929686069489
62,0.3114834725856781
63,0.3678884506225586
64,0.5097383856773376
65,0.5899495482444763
66,0.44241341948509216
67,0.3238908052444458
68,0.479452908039093
69,0.41187340021133423
70,0.39148691296577454
71,0.3755156099796295
72,0.38784387707710266
73,0.39164799451828003
74,0.4917256534099579
75,0.049064114689826965
76,0.6204067468643188
77,0.619028627872467
78,0.5069690942764282
79,0.6021842360496521
80,0.5227358341217041
81,0.8697646260261536
82,0.6415255665779114
83,0.06969470530748367
84,0.7467533349990845
85,0.27997151017189026
86,0.3447284996509552
87,0.566346287727356
88,0.5588651299476624
89,0.5163083672523499
90,0.48110049962997437
91,0.31762832403182983
92,0.4427725374698639
93,0.4079630672931671
94,0.5819539427757263
95,0.6097525954246521
96,0.44212573766708374
97,0.43187281489372253
98,0.4182029664516449
99,0.22120189666748047
100,0.4660354256629944
101,0.6075243949890137
102,0.23646262288093567
103,0.26514121890068054
104,0.44333887100219727
105,0.6422259211540222
106,0.2674272954463959
107,0.4861081838607788
108,0.3467317521572113
109,0.3419305980205536
110,0.23644347488880157
111,0.022937003523111343
112,0.4399430751800537
113,0.3014298677444458
114,0.47190701961517334
115,0.4265766143798828
116,0.08236397802829742
117,0.46147850155830383
118,0.5116735100746155
119,0.6377198100090027
120,0.7293609380722046
121,0.3994830250740051
122,0.4438890218734741
123,0.3969087600708008
124,0.20490188896656036
125,0.42102178931236267
126,0.2897396385669708
127,0.6188244223594666
128,0.19152233004570007
129,0.523742139339447
130,0.6039652824401855
131,0.4838903248310089
132,0.40525248646736145
133,0.40227359533309937
134,0.6638492941856384
135,0.6074374318122864
136,0.30711913108825684
137,0.25247031450271606
138,0.3053121268749237
139,0.6971710324287415
